instant_x,dteday,season,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,is_weekend_x,year,week,month,instant_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,is_weekend_y,hour_block
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,12,0,1,11,0,Saturday,0,1,0.36,0.3333,0.81,0.2836,26,30,56,True,Morning (06-11)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,13,0,1,12,0,Saturday,0,1,0.42,0.4242,0.77,0.2836,29,55,84,True,Afternoon (12-17)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,14,0,1,13,0,Saturday,0,2,0.46,0.4545,0.72,0.2985,47,47,94,True,Afternoon (12-17)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,15,0,1,14,0,Saturday,0,2,0.46,0.4545,0.72,0.2836,35,71,106,True,Afternoon (12-17)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,16,0,1,15,0,Saturday,0,2,0.44,0.4394,0.77,0.2985,40,70,110,True,Afternoon (12-17)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,17,0,1,16,0,Saturday,0,2,0.42,0.4242,0.82,0.2985,41,52,93,True,Afternoon (12-17)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,18,0,1,17,0,Saturday,0,2,0.44,0.4394,0.82,0.2836,15,52,67,True,Afternoon (12-17)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,19,0,1,18,0,Saturday,0,3,0.42,0.4242,0.88,0.2537,9,26,35,True,Evening (18-21)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,20,0,1,19,0,Saturday,0,3,0.42,0.4242,0.88,0.2537,6,31,37,True,Evening (18-21)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,21,0,1,20,0,Saturday,0,2,0.4,0.4091,0.87,0.2537,11,25,36,True,Evening (18-21)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,22,0,1,21,0,Saturday,0,2,0.4,0.4091,0.87,0.194,3,31,34,True,Evening (18-21)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,23,0,1,22,0,Saturday,0,2,0.4,0.4091,0.94,0.2239,11,17,28,True,Night (22-05)
1,2011-01-01,1,0,1,0,Saturday,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,True,2011,52,1,24,0,1,23,0,Saturday,0,2,0.46,0.4545,0.88,0.2985,15,24,39,True,Night (22-05)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,25,0,1,0,0,Sunday,0,2,0.46,0.4545,0.88,0.2985,4,13,17,True,Night (22-05)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,26,0,1,1,0,Sunday,0,2,0.44,0.4394,0.94,0.2537,1,16,17,True,Night (22-05)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,27,0,1,2,0,Sunday,0,2,0.42,0.4242,1.0,0.2836,1,8,9,True,Night (22-05)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,28,0,1,3,0,Sunday,0,2,0.46,0.4545,0.94,0.194,2,4,6,True,Night (22-05)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,29,0,1,4,0,Sunday,0,2,0.46,0.4545,0.94,0.194,2,1,3,True,Night (22-05)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,30,0,1,6,0,Sunday,0,3,0.42,0.4242,0.77,0.2985,0,2,2,True,Morning (06-11)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,31,0,1,7,0,Sunday,0,2,0.4,0.4091,0.76,0.194,0,1,1,True,Morning (06-11)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,32,0,1,8,0,Sunday,0,3,0.4,0.4091,0.71,0.2239,0,8,8,True,Morning (06-11)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,33,0,1,9,0,Sunday,0,2,0.38,0.3939,0.76,0.2239,1,19,20,True,Morning (06-11)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,34,0,1,10,0,Sunday,0,2,0.36,0.3485,0.81,0.2239,7,46,53,True,Morning (06-11)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,35,0,1,11,0,Sunday,0,2,0.36,0.3333,0.71,0.2537,16,54,70,True,Morning (06-11)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,36,0,1,12,0,Sunday,0,2,0.36,0.3333,0.66,0.2985,20,73,93,True,Afternoon (12-17)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,37,0,1,13,0,Sunday,0,2,0.36,0.3485,0.66,0.1343,11,64,75,True,Afternoon (12-17)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,38,0,1,14,0,Sunday,0,3,0.36,0.3485,0.76,0.194,4,55,59,True,Afternoon (12-17)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,39,0,1,15,0,Sunday,0,3,0.34,0.3333,0.81,0.1642,19,55,74,True,Afternoon (12-17)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,40,0,1,16,0,Sunday,0,3,0.34,0.3333,0.71,0.1642,9,67,76,True,Afternoon (12-17)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,41,0,1,17,0,Sunday,0,1,0.34,0.3333,0.57,0.194,7,58,65,True,Afternoon (12-17)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,42,0,1,18,0,Sunday,0,2,0.36,0.3333,0.46,0.3284,10,43,53,True,Evening (18-21)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,43,0,1,19,0,Sunday,0,1,0.32,0.2879,0.42,0.4478,1,29,30,True,Evening (18-21)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,44,0,1,20,0,Sunday,0,1,0.3,0.2727,0.39,0.3582,5,17,22,True,Evening (18-21)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,45,0,1,21,0,Sunday,0,1,0.26,0.2273,0.44,0.3284,11,20,31,True,Evening (18-21)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,46,0,1,22,0,Sunday,0,1,0.24,0.2121,0.44,0.2985,0,9,9,True,Night (22-05)
2,2011-01-02,1,0,1,0,Sunday,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,True,2011,52,1,47,0,1,23,0,Sunday,0,1,0.22,0.2273,0.47,0.1642,0,8,8,True,Night (22-05)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,48,0,1,0,0,Monday,1,1,0.22,0.197,0.44,0.3582,0,5,5,False,Night (22-05)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,49,0,1,1,0,Monday,1,1,0.2,0.1667,0.44,0.4179,0,2,2,False,Night (22-05)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,50,0,1,4,0,Monday,1,1,0.16,0.1364,0.47,0.3881,0,1,1,False,Night (22-05)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,51,0,1,5,0,Monday,1,1,0.16,0.1364,0.47,0.2836,0,3,3,False,Night (22-05)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,52,0,1,6,0,Monday,1,1,0.14,0.1061,0.5,0.3881,0,30,30,False,Morning (06-11)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,53,0,1,7,0,Monday,1,1,0.14,0.1364,0.5,0.194,1,63,64,False,Morning (06-11)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,54,0,1,8,0,Monday,1,1,0.14,0.1212,0.5,0.2836,1,153,154,False,Morning (06-11)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,55,0,1,9,0,Monday,1,1,0.16,0.1364,0.43,0.3881,7,81,88,False,Morning (06-11)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,56,0,1,10,0,Monday,1,1,0.18,0.1667,0.43,0.2537,11,33,44,False,Morning (06-11)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,57,0,1,11,0,Monday,1,1,0.2,0.1818,0.4,0.3284,10,41,51,False,Morning (06-11)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,58,0,1,12,0,Monday,1,1,0.22,0.2121,0.35,0.2985,13,48,61,False,Afternoon (12-17)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,59,0,1,13,0,Monday,1,1,0.24,0.2121,0.35,0.2836,8,53,61,False,Afternoon (12-17)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,60,0,1,14,0,Monday,1,1,0.26,0.2424,0.3,0.2836,11,66,77,False,Afternoon (12-17)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,61,0,1,15,0,Monday,1,1,0.26,0.2424,0.3,0.2537,14,58,72,False,Afternoon (12-17)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,62,0,1,16,0,Monday,1,1,0.26,0.2424,0.3,0.2537,9,67,76,False,Afternoon (12-17)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,63,0,1,17,0,Monday,1,1,0.24,0.2273,0.3,0.2239,11,146,157,False,Afternoon (12-17)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,64,0,1,18,0,Monday,1,1,0.24,0.2576,0.32,0.1045,9,148,157,False,Evening (18-21)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,65,0,1,19,0,Monday,1,1,0.2,0.2576,0.47,0.0,8,102,110,False,Evening (18-21)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,66,0,1,20,0,Monday,1,1,0.2,0.2273,0.47,0.1045,3,49,52,False,Evening (18-21)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,67,0,1,21,0,Monday,1,1,0.18,0.197,0.64,0.1343,3,49,52,False,Evening (18-21)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,68,0,1,22,0,Monday,1,1,0.14,0.1515,0.69,0.1343,0,20,20,False,Night (22-05)
3,2011-01-03,1,0,1,0,Monday,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,False,2011,1,1,69,0,1,23,0,Monday,1,1,0.18,0.2121,0.55,0.1045,1,11,12,False,Night (22-05)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,70,0,1,0,0,Tuesday,1,1,0.16,0.1818,0.55,0.1045,0,5,5,False,Night (22-05)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,71,0,1,1,0,Tuesday,1,1,0.16,0.1818,0.59,0.1045,0,2,2,False,Night (22-05)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,72,0,1,2,0,Tuesday,1,1,0.14,0.1515,0.63,0.1343,0,1,1,False,Night (22-05)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,73,0,1,4,0,Tuesday,1,1,0.14,0.1818,0.63,0.0896,0,2,2,False,Night (22-05)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,74,0,1,5,0,Tuesday,1,1,0.12,0.1515,0.68,0.1045,0,4,4,False,Night (22-05)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,75,0,1,6,0,Tuesday,1,1,0.12,0.1515,0.74,0.1045,0,36,36,False,Morning (06-11)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,76,0,1,7,0,Tuesday,1,1,0.12,0.1515,0.74,0.1343,2,92,94,False,Morning (06-11)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,77,0,1,8,0,Tuesday,1,1,0.14,0.1515,0.69,0.1642,2,177,179,False,Morning (06-11)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,78,0,1,9,0,Tuesday,1,1,0.16,0.1515,0.64,0.2239,2,98,100,False,Morning (06-11)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,79,0,1,10,0,Tuesday,1,2,0.16,0.1364,0.69,0.3284,5,37,42,False,Morning (06-11)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,80,0,1,11,0,Tuesday,1,1,0.22,0.2121,0.51,0.2985,7,50,57,False,Morning (06-11)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,81,0,1,12,0,Tuesday,1,1,0.22,0.2273,0.51,0.1642,12,66,78,False,Afternoon (12-17)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,82,0,1,13,0,Tuesday,1,1,0.24,0.2273,0.56,0.194,18,79,97,False,Afternoon (12-17)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,83,0,1,14,0,Tuesday,1,1,0.26,0.2576,0.52,0.2239,9,54,63,False,Afternoon (12-17)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,84,0,1,15,0,Tuesday,1,1,0.28,0.2727,0.52,0.2537,17,48,65,False,Afternoon (12-17)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,85,0,1,16,0,Tuesday,1,1,0.3,0.2879,0.49,0.2537,15,68,83,False,Afternoon (12-17)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,86,0,1,17,0,Tuesday,1,1,0.28,0.2727,0.48,0.2239,10,202,212,False,Afternoon (12-17)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,87,0,1,18,0,Tuesday,1,1,0.26,0.2576,0.48,0.194,3,179,182,False,Evening (18-21)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,88,0,1,19,0,Tuesday,1,1,0.24,0.2576,0.48,0.1045,2,110,112,False,Evening (18-21)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,89,0,1,20,0,Tuesday,1,1,0.24,0.2576,0.48,0.1045,1,53,54,False,Evening (18-21)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,90,0,1,21,0,Tuesday,1,1,0.22,0.2727,0.64,0.0,0,48,48,False,Evening (18-21)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,91,0,1,22,0,Tuesday,1,1,0.22,0.2576,0.64,0.0896,1,34,35,False,Night (22-05)
4,2011-01-04,1,0,1,0,Tuesday,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,False,2011,1,1,92,0,1,23,0,Tuesday,1,1,0.2,0.2273,0.69,0.0896,2,9,11,False,Night (22-05)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,93,0,1,0,0,Wednesday,1,1,0.2,0.2576,0.64,0.0,0,6,6,False,Night (22-05)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,94,0,1,1,0,Wednesday,1,1,0.16,0.197,0.74,0.0896,0,6,6,False,Night (22-05)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,95,0,1,2,0,Wednesday,1,1,0.16,0.197,0.74,0.0896,0,2,2,False,Night (22-05)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,96,0,1,4,0,Wednesday,1,1,0.24,0.2273,0.48,0.2239,0,2,2,False,Night (22-05)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,97,0,1,5,0,Wednesday,1,1,0.22,0.2273,0.47,0.1642,0,3,3,False,Night (22-05)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,98,0,1,6,0,Wednesday,1,1,0.2,0.197,0.47,0.2239,0,33,33,False,Morning (06-11)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,99,0,1,7,0,Wednesday,1,1,0.18,0.1818,0.43,0.194,1,87,88,False,Morning (06-11)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,100,0,1,8,0,Wednesday,1,1,0.2,0.1818,0.4,0.2985,3,192,195,False,Morning (06-11)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,101,0,1,9,0,Wednesday,1,1,0.22,0.197,0.37,0.3284,6,109,115,False,Morning (06-11)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,102,0,1,10,0,Wednesday,1,1,0.22,0.197,0.37,0.3284,4,53,57,False,Morning (06-11)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,103,0,1,11,0,Wednesday,1,1,0.26,0.2273,0.33,0.3284,12,34,46,False,Morning (06-11)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,104,0,1,12,0,Wednesday,1,1,0.26,0.2273,0.33,0.3284,5,74,79,False,Afternoon (12-17)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,105,0,1,13,0,Wednesday,1,1,0.28,0.2576,0.3,0.2985,6,65,71,False,Afternoon (12-17)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,106,0,1,14,0,Wednesday,1,1,0.3,0.2879,0.28,0.194,10,52,62,False,Afternoon (12-17)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,107,0,1,15,0,Wednesday,1,1,0.3,0.2879,0.28,0.194,7,55,62,False,Afternoon (12-17)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,108,0,1,16,0,Wednesday,1,1,0.3,0.3182,0.28,0.0896,4,85,89,False,Afternoon (12-17)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,109,0,1,17,0,Wednesday,1,1,0.24,0.2273,0.38,0.194,4,186,190,False,Afternoon (12-17)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,110,0,1,18,0,Wednesday,1,1,0.24,0.2424,0.38,0.1343,3,166,169,False,Evening (18-21)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,111,0,1,19,0,Wednesday,1,1,0.24,0.2576,0.38,0.1045,5,127,132,False,Evening (18-21)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,112,0,1,20,0,Wednesday,1,1,0.22,0.2273,0.47,0.1642,7,82,89,False,Evening (18-21)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,113,0,1,21,0,Wednesday,1,1,0.2,0.197,0.51,0.194,3,40,43,False,Evening (18-21)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,114,0,1,22,0,Wednesday,1,1,0.18,0.197,0.55,0.1343,1,41,42,False,Night (22-05)
5,2011-01-05,1,0,1,0,Wednesday,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,False,2011,1,1,115,0,1,23,0,Wednesday,1,1,0.2,0.2576,0.47,0.0,1,18,19,False,Night (22-05)
6,2011-01-06,1,0,1,0,Thursday,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,False,2011,1,1,116,0,1,0,0,Thursday,1,1,0.18,0.2424,0.55,0.0,0,11,11,False,Night (22-05)
6,2011-01-06,1,0,1,0,Thursday,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,False,2011,1,1,117,0,1,1,0,Thursday,1,1,0.16,0.2273,0.64,0.0,0,4,4,False,Night (22-05)
